house_type,orientation,area,level,decoration,price
2室2厅1卫,西,78.9,中层,中装修,138.5
3室2厅2卫,东南,123,中层,精装修,139.5
2室2厅1卫,西南,83.94,高层,简装修,218
3室2厅3卫,南,366,中层,精装修,1420
3室1厅1卫,南,107.03,高层,精装修,181.2
3室2厅2卫,南,115.8,高层,精装修,331
3室1厅2卫,西南,115.01,高层,精装修,230
3室2厅1卫,西,87.73,中层,精装修,158
3室2厅2卫,东南,119.41,高层,精装修,231
5室3厅4卫,南,254,低层,毛坯,260
3室2厅1卫,西,89.5,高层,精装修,350
2室1厅1卫,西,72.11,低层,精装修,150
2室1厅2卫,东南,86.29,中层,精装修,105
2室2厅1卫,东南,89.01,低层,简装修,180
3室2厅2卫,南北,92.79,中层,精装修,139
3室2厅1卫,西,73.29,高层,毛坯,137
2室2厅1卫,南,83.59,高层,精装修,170
3室2厅2卫,南北,100.03,中层,精装修,126
5室2厅3卫,西南,245,中层,毛坯,474.8
4室2厅2卫,东,142.56,中层,精装修,655
4室2厅3卫,南北,204.86,低层,简装修,704
5室2厅4卫,东南,307.26,低层,精装修,1085.95
4室1厅2卫,东北,129.91,低层,毛坯,145
5室2厅1卫,南北,211.6,低层,精装修,1300
2室1厅1卫,东南,82.94,高层,精装修,153.8
2室1厅1卫,南,84.45,高层,简装修,197
4室2厅2卫,南北,125.54,低层,中装修,380
5室3厅4卫,东,337.95,低层,精装修,2400
2室2厅1卫,东,88.59,高层,精装修,326
2室1厅1卫,南,57.07,高层,简装修,99
3室2厅2卫,南北,160,低层,精装修,780
4室2厅2卫,东南,111.5,高层,精装修,249
3室2厅2卫,东南,89.31,低层,简装修,226
4室2厅3卫,南北,189.78,中层,精装修,1130
2室1厅1卫,南,77.23,中层,精装修,198
3室1厅2卫,南北,106.18,高层,精装修,256
4室2厅3卫,南,240,中层,豪华装修,800
3室2厅1卫,西南,90.26,中层,精装修,186
3室1厅1卫,西南,89.63,低层,精装修,98
3室2厅1卫,东,100.36,低层,精装修,250
3室2厅2卫,东北,113.69,低层,精装修,285
4室2厅3卫,南,190,低层,毛坯,740
3室2厅1卫,西南,89.65,高层,精装修,318
2室1厅1卫,东南,89.76,低层,精装修,238
2室2厅2卫,西南,96.91,中层,精装修,179
2室1厅1卫,西北,71.45,中层,精装修,143
4室2厅2卫,东南,203.23,中层,毛坯,540
3室2厅2卫,南,109.02,低层,精装修,247
3室1厅2卫,西,102,高层,简装修,135
5室3厅4卫,南,454.96,低层,毛坯,1150
4室2厅2卫,南北,148.01,低层,精装修,258
2室2厅1卫,东南,79.66,高层,简装修,212
2室1厅1卫,西,63.31,中层,精装修,156
3室1厅1卫,西南,87.5,高层,简装修,88
3室2厅2卫,南,120.73,低层,精装修,198
2室1厅1卫,南,71.66,高层,精装修,104
3室2厅2卫,南北,115,中层,毛坯,110
4室2厅2卫,南北,156.48,中层,毛坯,410
5室2厅4卫,南,210.59,高层,精装修,681
3室2厅2卫,西南,117.04,高层,简装修,235
2室2厅1卫,南北,74,中层,精装修,98
2室1厅1卫,南,65.91,中层,精装修,160
2室1厅1卫,南,55.78,低层,精装修,70
4室2厅2卫,东南,149.94,高层,简装修,206
4室2厅2卫,东南,161.78,低层,精装修,326
3室1厅1卫,南,78.51,高层,精装修,89
4室1厅2卫,东西,133.84,高层,精装修,424.93
5室2厅2卫,南北,137.42,高层,精装修,200
4室2厅2卫,西,121.2,高层,精装修,420
4室2厅2卫,南,138.8,高层,精装修,125
3室2厅2卫,东南,81.74,中层,精装修,131
3室1厅1卫,东北,85.67,中层,毛坯,200
3室1厅2卫,东北,135.45,低层,精装修,478.72
4室2厅3卫,南,289,低层,毛坯,303
3室2厅2卫,南,102,中层,毛坯,62
4室2厅3卫,南北,193.65,低层,毛坯,1250
2室2厅1卫,东南,86.5,中层,简装修,181
4室2厅3卫,南北,173,低层,精装修,620
4室1厅2卫,西,138.6,高层,精装修,640
4室2厅2卫,南,139.04,低层,精装修,438
3室2厅1卫,西北,88.6,中层,精装修,168
2室2厅2卫,北,93.92,高层,精装修,273
5室1厅4卫,南北,252.68,中层,豪华装修,1680
4室2厅2卫,南北,137.49,高层,毛坯,420
4室2厅3卫,南,199,低层,毛坯,680
3室2厅2卫,南,162.36,低层,简装修,450
3室2厅2卫,南北,190.54,中层,精装修,1280
4室1厅2卫,东,119.75,低层,精装修,150
3室2厅1卫,南,98.94,高层,精装修,204
5室2厅3卫,东南,370.89,高层,精装修,2780
4室2厅2卫,南北,142,中层,精装修,450
3室1厅1卫,南,78.84,中层,精装修,130
3室1厅1卫,东,91.03,高层,简装修,320
3室2厅2卫,东,108.12,低层,毛坯,365
4室2厅3卫,南,150,低层,毛坯,300
3室2厅2卫,南北,100.72,低层,精装修,168
2室2厅1卫,南,88.01,高层,精装修,175
1室1厅1卫,北,40.91,低层,简装修,61
3室2厅1卫,西,71.09,低层,精装修,188
4室2厅3卫,南北,152.61,高层,毛坯,458
4室2厅2卫,西南,161.8,高层,毛坯,498
5室2厅3卫,南北,219.15,高层,精装修,1260
3室2厅2卫,南北,113,中层,精装修,420
1室1厅1卫,南,55.87,中层,简装修,82
2室1厅1卫,东北,67.58,中层,精装修,110
4室1厅3卫,南,253.87,中层,精装修,1720
4室2厅2卫,东北,187,中层,精装修,270
4室2厅2卫,北,139.79,低层,毛坯,400
5室2厅3卫,南北,278,低层,豪华装修,1600
3室2厅2卫,南,92,高层,精装修,106
2室2厅1卫,东,73.65,低层,简装修,166
4室3厅4卫,西南,267,中层,毛坯,498
4室2厅2卫,南,161,低层,精装修,530
3室2厅2卫,西,100.27,高层,毛坯,185
4室2厅2卫,西南,135.21,中层,精装修,267
3室2厅2卫,南,143,低层,毛坯,466
4室1厅2卫,东南,155.63,高层,精装修,540
3室2厅1卫,西,66.12,中层,精装修,159
3室2厅2卫,西南,121.47,中层,精装修,273.8
2室2厅1卫,西,66.09,高层,精装修,153
3室2厅2卫,西南,171.07,中层,精装修,478
5室2厅4卫,南北,248,低层,毛坯,1500
3室2厅2卫,东,101.41,高层,精装修,291.66
2室2厅2卫,南北,128.88,中层,精装修,280
4室2厅3卫,南北,190,高层,毛坯,550
2室2厅1卫,南,66,中层,精装修,133
5室2厅2卫,南北,185.2,中层,精装修,1160
2室1厅2卫,东南,90.82,中层,精装修,268
5室2厅3卫,南,237.58,低层,精装修,348
3室2厅2卫,南北,121.48,低层,毛坯,190
3室2厅1卫,西南,88.01,中层,精装修,176
3室1厅2卫,南,88.04,高层,精装修,108
1室0厅1卫,东,56.32,中层,精装修,136
4室2厅2卫,南北,168.38,高层,毛坯,655
3室2厅2卫,东,97.3,高层,精装修,118
4室2厅2卫,南北,183.01,中层,毛坯,430
3室1厅2卫,东,108.64,中层,毛坯,315
4室2厅3卫,东北,249,低层,精装修,700
5室2厅4卫,南北,248.9,高层,毛坯,1450
4室2厅2卫,东西,97.84,低层,精装修,440
2室2厅1卫,南北,70.01,低层,精装修,132
3室2厅2卫,南,89.55,低层,简装修,243
4室2厅2卫,东南,115.46,中层,精装修,185
3室2厅1卫,东,81.41,中层,精装修,110
3室2厅2卫,南北,104.52,低层,精装修,210
3室2厅2卫,东南,90.22,高层,精装修,132
3室2厅2卫,东南,104.85,中层,精装修,200.21
4室2厅2卫,南北,125.78,中层,毛坯,103
2室1厅1卫,西,60.93,高层,精装修,152.5
3室1厅2卫,东北,102.19,低层,毛坯,246
4室2厅3卫,西南,148.3,高层,豪华装修,570
3室2厅2卫,东南,106,高层,中装修,320
3室2厅2卫,南,99.61,低层,精装修,153
1室1厅1卫,南北,40,中层,精装修,52
3室2厅2卫,南北,110,中层,精装修,75.5
3室2厅2卫,南,99.02,中层,中装修,190
4室2厅3卫,东,145,中层,毛坯,580
2室2厅1卫,东,88,低层,毛坯,303
5室2厅2卫,南,233.26,低层,简装修,520
5室2厅3卫,东南,239.41,高层,精装修,799
5室2厅3卫,南北,239.48,高层,毛坯,680
2室1厅1卫,东南,83.14,高层,精装修,71
5室2厅4卫,北,141,低层,豪华装修,780
4室1厅2卫,南,136.2,高层,毛坯,390
4室2厅3卫,东,202,中层,精装修,1380
3室1厅2卫,西,97,高层,精装修,320
2室1厅1卫,西北,54.69,高层,精装修,105
5室2厅4卫,东,311.08,低层,精装修,1098
3室2厅2卫,南北,93,低层,毛坯,55
3室2厅2卫,北,109.41,中层,毛坯,235
2室2厅1卫,南北,84.45,中层,精装修,155
3室2厅1卫,北,87.22,高层,精装修,116
3室1厅1卫,南,82.57,中层,精装修,205
3室1厅2卫,东南,89.63,中层,简装修,252
2室2厅2卫,东南,91.01,中层,精装修,152.8
3室2厅1卫,南北,75.6,中层,精装修,152
3室2厅2卫,西南,131.58,高层,简装修,295
4室2厅2卫,南,165.19,低层,精装修,169
6室2厅3卫,东西,253,高层,精装修,950
3室2厅1卫,西,90.9,中层,精装修,283
3室1厅1卫,东,91.03,高层,简装修,320
3室2厅1卫,北,91.9,低层,精装修,306
4室2厅2卫,南北,107,低层,精装修,420
4室2厅2卫,东西,128,中层,精装修,480
4室2厅2卫,西南,168.47,低层,精装修,245
1室1厅1卫,南北,48,低层,精装修,38
4室1厅2卫,北,91.86,高层,精装修,321
3室2厅2卫,东南,92.54,中层,毛坯,228
3室2厅3卫,南,121,低层,豪华装修,290
3室2厅2卫,南北,107.49,低层,精装修,303
3室2厅2卫,南,103.65,高层,精装修,260
2室1厅1卫,南北,43,高层,精装修,68.5
3室2厅2卫,南,120.29,低层,精装修,368
3室2厅1卫,南,142,低层,精装修,555
6室4厅4卫,南北,360.38,低层,毛坯,1250
3室1厅2卫,南北,100.89,中层,精装修,318
3室2厅2卫,西,188.96,中层,精装修,660
1室1厅1卫,南,95.8,中层,精装修,311
3室1厅2卫,西南,89.59,高层,精装修,126
3室2厅2卫,东南,131.13,中层,精装修,435
3室1厅2卫,东,123.13,高层,精装修,446
3室1厅2卫,南,80,低层,简装修,75
3室2厅1卫,北,81,中层,毛坯,115
4室2厅2卫,南,182.83,低层,精装修,840
2室2厅1卫,西北,79.44,低层,精装修,173
4室4厅6卫,南,421.28,低层,毛坯,2350
3室2厅2卫,东南,100.52,中层,精装修,345
3室2厅2卫,南北,105.68,中层,豪华装修,215
2室1厅1卫,东南,57.77,中层,精装修,109
3室2厅2卫,东,89.18,高层,精装修,136
4室2厅2卫,南,144,高层,精装修,290
3室1厅1卫,西南,89.39,高层,精装修,185.5
3室2厅2卫,南,110.61,高层,简装修,119.8
3室2厅2卫,东南,116.43,中层,简装修,360
1室1厅1卫,南,57,中层,精装修,198
4室2厅3卫,东南,216.13,低层,毛坯,516
2室2厅1卫,北,65.73,中层,精装修,182
4室2厅3卫,南,97.9,低层,毛坯,285
4室2厅3卫,南北,197.34,中层,精装修,620
3室2厅1卫,东西,91.06,高层,精装修,285
4室2厅2卫,东南,179.35,低层,简装修,320
2室1厅1卫,东南,77.3,中层,精装修,118
3室2厅2卫,东,91.35,低层,精装修,169.8
3室1厅1卫,南北,102,低层,精装修,203
3室1厅1卫,东南,73.87,高层,精装修,240
5室5厅5卫,南,462.95,中层,毛坯,1800
2室2厅1卫,南,80.31,高层,精装修,123
3室2厅1卫,南,100.17,低层,精装修,169
2室2厅1卫,南,76.81,低层,精装修,182
3室1厅1卫,南,68.53,高层,简装修,69
2室1厅1卫,南,75.4,高层,简装修,120
2室2厅1卫,东南,100.38,高层,精装修,178.5
3室2厅1卫,南,84.88,高层,精装修,168
5室2厅2卫,南北,130.57,高层,精装修,530
2室1厅1卫,西南,71.55,高层,精装修,120
3室2厅1卫,南,86.56,低层,精装修,260
5室2厅4卫,北,141,低层,豪华装修,780
2室2厅1卫,西,72.87,低层,精装修,160
4室2厅2卫,南北,127.07,低层,精装修,358
3室2厅1卫,东南,100.41,中层,精装修,235
2室2厅1卫,东南,91.6,低层,精装修,163
2室1厅1卫,西,77.4,低层,精装修,253
5室2厅4卫,南北,248.9,高层,精装修,1500
4室2厅2卫,南北,209,低层,毛坯,600
2室1厅2卫,南,106.22,中层,精装修,385
3室1厅1卫,西南,84.13,高层,精装修,178
4室2厅2卫,东南,140.93,低层,精装修,195
3室2厅1卫,东,81.34,低层,精装修,164
3室1厅1卫,北,100.27,高层,毛坯,380
4室1厅2卫,北,153,低层,精装修,471.15
3室2厅2卫,东南,93.04,高层,精装修,170
2室2厅1卫,东西,95.92,低层,精装修,252
3室2厅2卫,南北,107,中层,精装修,161
4室2厅3卫,东,190,低层,精装修,668
3室2厅1卫,南,89.93,低层,精装修,183
6室2厅3卫,东北,229.88,低层,精装修,830
3室1厅1卫,南北,88.39,中层,毛坯,210
4室2厅3卫,东西,193.59,中层,精装修,1100
4室2厅2卫,南,152.51,高层,毛坯,372
3室2厅2卫,东,104.85,高层,精装修,248
3室1厅1卫,南,105.18,高层,精装修,228
3室2厅1卫,北,86.05,高层,精装修,115
3室2厅2卫,西北,97.93,低层,精装修,235
4室2厅2卫,南,142.53,低层,精装修,258
2室1厅1卫,东,74.45,高层,精装修,165
3室2厅2卫,南北,87.87,高层,精装修,292
1室1厅1卫,南,51.53,高层,精装修,94
3室2厅2卫,北,92.62,中层,毛坯,166
5室3厅4卫,南,311.69,低层,毛坯,1880
3室2厅2卫,东西,183.94,低层,简装修,560
4室2厅2卫,西南,136,高层,毛坯,450
3室2厅1卫,西北,91.17,高层,精装修,165
4室2厅3卫,南北,275.46,高层,毛坯,850
4室2厅2卫,东南,126,中层,简装修,368
3室1厅2卫,东西,105.78,中层,毛坯,340
2室1厅1卫,西,88.57,高层,精装修,185
1室0厅1卫,东北,29.42,中层,精装修,55
3室2厅1卫,北,92.04,低层,精装修,208
3室2厅2卫,西南,89.56,高层,毛坯,43
4室2厅3卫,东西,218,中层,豪华装修,1200
2室1厅1卫,南,69.43,低层,简装修,170
3室2厅4卫,西南,262.94,中层,精装修,1350
3室1厅1卫,西南,79.52,中层,精装修,123
3室1厅2卫,南,90.33,中层,精装修,195
3室2厅1卫,东,88.39,低层,精装修,235
3室2厅1卫,东北,80.31,高层,精装修,195
3室1厅2卫,西南,107.44,低层,精装修,440
2室1厅1卫,西南,70.93,中层,精装修,180
3室2厅3卫,南北,199,中层,豪华装修,698
2室2厅1卫,北,76.39,低层,精装修,126
4室2厅2卫,南,130.88,中层,毛坯,571
4室1厅2卫,南,159.23,中层,毛坯,508
4室2厅4卫,南,289,低层,毛坯,305
2室2厅1卫,南,92.42,低层,精装修,145
3室2厅1卫,西南,96.37,中层,毛坯,340
2室1厅1卫,南北,86.5,低层,简装修,233
3室2厅2卫,北,139.86,低层,毛坯,550
3室2厅2卫,东南,84.95,高层,简装修,192
5室2厅3卫,南,248.9,低层,豪华装修,1380
3室2厅1卫,南,93.4,高层,简装修,166
4室2厅2卫,东南,160.95,高层,精装修,380
4室1厅2卫,西南,118.41,高层,精装修,265
3室2厅2卫,西南,104.67,高层,精装修,149
2室2厅1卫,南北,49.69,低层,简装修,75
3室1厅2卫,南,103.32,高层,精装修,139
8室3厅5卫,南北,328,中层,精装修,1200
3室2厅2卫,南,100.32,低层,精装修,179
5室2厅4卫,东北,295.82,低层,毛坯,580
3室2厅1卫,东北,92.23,高层,精装修,142
4室2厅2卫,东南,149.2,低层,毛坯,575
3室2厅2卫,西南,123.13,高层,精装修,435
4室2厅3卫,南,189.53,低层,毛坯,1050
4室2厅4卫,西北,255.77,低层,精装修,799
3室2厅1卫,南北,87.36,高层,中装修,150
3室2厅2卫,东南,114.75,高层,精装修,315
3室2厅1卫,南北,83.08,中层,精装修,141
3室2厅1卫,南北,80.66,低层,精装修,168
5室2厅2卫,西北,109.61,高层,精装修,303
4室3厅2卫,南北,163.79,低层,精装修,400
5室1厅2卫,南,254.41,低层,毛坯,470
3室2厅3卫,南,266,低层,精装修,1350
5室2厅2卫,南北,257.74,高层,简装修,812
3室2厅1卫,西,83.78,中层,精装修,131
3室1厅1卫,北,67.86,高层,精装修,175
3室2厅2卫,南北,143.92,高层,精装修,395
4室2厅2卫,东,124.28,低层,精装修,402
3室2厅1卫,西北,91.37,高层,精装修,115
3室2厅2卫,西北,110.46,低层,精装修,219
4室2厅2卫,南,117,高层,毛坯,181
3室2厅2卫,南北,130.94,低层,精装修,203
2室1厅1卫,东南,56.87,中层,中装修,182
2室2厅1卫,南,82.87,低层,精装修,183
3室1厅1卫,东南,69.67,低层,精装修,106
5室2厅3卫,东南,129.88,低层,精装修,313
2室2厅1卫,南,94.75,低层,简装修,230
3室2厅1卫,南,90.01,高层,精装修,210.8
3室2厅2卫,东,105.27,中层,精装修,145
2室2厅1卫,西南,70.1,高层,精装修,195
3室2厅2卫,西,127.71,低层,精装修,240
4室2厅3卫,南,192.57,低层,精装修,270
4室2厅2卫,东,149.87,高层,毛坯,720
3室2厅3卫,北,171.1,低层,精装修,664
2室2厅1卫,东西,82,高层,精装修,200
3室2厅1卫,西,73.29,中层,毛坯,139.5
3室2厅2卫,南,100,低层,简装修,115
3室2厅1卫,南北,109.75,低层,简装修,167
1室1厅1卫,南,59.49,高层,精装修,137
3室2厅1卫,东,88.39,低层,精装修,235
3室2厅1卫,东南,78.75,中层,精装修,142
3室1厅2卫,北,90.83,高层,精装修,150
3室2厅2卫,南北,85.38,中层,精装修,121
3室2厅2卫,南,116.99,中层,精装修,290
4室1厅2卫,南,179.23,高层,精装修,480
2室1厅1卫,东北,55.61,中层,精装修,119
3室2厅1卫,西,96.64,中层,精装修,345
1室1厅1卫,南北,44.5,低层,毛坯,72
3室2厅2卫,南北,104.07,中层,简装修,328
2室1厅1卫,南,76.36,高层,简装修,125
4室2厅2卫,西南,133.23,低层,精装修,375
2室2厅1卫,东,73.35,高层,毛坯,220
4室2厅3卫,东,196.09,低层,毛坯,1050
4室2厅2卫,西南,189.26,中层,简装修,367
3室1厅2卫,东南,124.02,中层,精装修,240
3室2厅1卫,东,83.76,中层,精装修,132
3室2厅1卫,南北,92.04,高层,精装修,220
3室2厅2卫,西,101.04,中层,精装修,338
1室1厅1卫,西,51.8,中层,精装修,119
1室1厅1卫,西南,51.08,低层,简装修,71.4
4室2厅2卫,南北,115.97,低层,精装修,152
2室1厅1卫,东,61.81,中层,简装修,72
6室3厅3卫,南北,257,高层,中装修,880
5室2厅3卫,南北,251.17,低层,精装修,1890
3室1厅2卫,北,131.96,低层,精装修,410
4室2厅2卫,西南,190,高层,精装修,368.18
3室2厅1卫,南北,77,高层,精装修,97
4室2厅2卫,东南,118.27,高层,精装修,320.63
3室2厅2卫,南北,94,中层,简装修,63
4室2厅2卫,南,246.93,高层,简装修,492
2室2厅1卫,南北,89.12,中层,简装修,59
3室2厅1卫,南,96.03,低层,精装修,176
2室2厅1卫,东南,86.08,中层,精装修,201
4室1厅2卫,东南,120.25,中层,毛坯,340
5室2厅3卫,东南,244.42,低层,毛坯,295
2室2厅1卫,南,84.23,低层,精装修,186
3室1厅1卫,东南,90.93,低层,精装修,133
3室1厅2卫,西南,134.86,低层,精装修,189
3室1厅1卫,东南,69.67,低层,精装修,106
3室1厅1卫,东南,87.34,中层,精装修,162
2室2厅1卫,东北,85.19,低层,毛坯,92
4室2厅2卫,东北,106.62,低层,精装修,188
4室2厅2卫,东西,125.2,中层,简装修,299
2室1厅1卫,西南,75.58,高层,精装修,240
2室2厅1卫,东南,86.5,中层,精装修,219
3室2厅2卫,西,95.51,高层,简装修,325
4室2厅3卫,东南,161.8,低层,毛坯,468
4室2厅2卫,南北,131.04,低层,精装修,416
4室2厅2卫,东南,165.41,低层,毛坯,185
6室4厅8卫,东,380,低层,精装修,1800
2室2厅1卫,南,54.2,高层,毛坯,65
3室1厅1卫,南,78.89,高层,精装修,177
1室1厅1卫,南北,34.9,低层,精装修,35
3室2厅2卫,南,104.44,中层,精装修,150
5室2厅2卫,南北,148,中层,精装修,620
3室2厅1卫,东北,78.09,低层,精装修,170
3室2厅2卫,东南,86.41,中层,精装修,163.88
4室2厅2卫,南,130.14,低层,中装修,482
2室1厅1卫,东南,57.87,高层,简装修,106
5室3厅5卫,南,291,低层,毛坯,1200
4室2厅3卫,南,179,低层,毛坯,205
3室2厅2卫,南北,120.97,低层,简装修,520
3室2厅2卫,西,140.11,中层,精装修,269
4室2厅2卫,南,113.42,低层,精装修,375
4室1厅2卫,西南,145.8,高层,精装修,270
3室2厅1卫,南北,84,中层,精装修,269
4室2厅2卫,南,137.47,高层,精装修,418
4室2厅2卫,南北,173,高层,精装修,572
3室2厅2卫,南,109.45,中层,中装修,266
2室1厅1卫,东,80.61,高层,精装修,202
